text,named_ents
do you usually cough first thing in the morning in the winter?,"[('first', 21, 26, 'ORDINAL'), ('the morning', 36, 47, 'TIME')]"
nurse: count up and enter the number of animals mentioned. number,[]
can you tell me the name and address i asked you to remember a short while ago?,[]
is this measurement reliable?,[]
were/are you working on your own or did/do you have employees?,[]
would you like the results of your measurements to be sent to your gp?,[]
"how frequently at home or at work do you use your arms to reach up above head, such as dusting high pictures, replacing light bulbs, reaching objects on high shelves, or gardening activities like pruning or trimming high hedges. please choose an answer from this card.",[]
now i am going to ask you some questions about your general health. have you ever been told by a doctor that you have had angina?,[]
nurse: measure sitting height and enter in centimetres to nearest 0.5cm.,[]
do you find it difficult to walk for a quarter of a mile on the level because of long term health problems?,"[('a quarter', 37, 46, 'CARDINAL')]"
does your employer contribute towards your pension?,[]
"now a few  questions about smoking. can i check, do you smoke cigarettes at all nowadays?",[]
"right hand, second measurement.","[('second', 12, 18, 'ORDINAL')]"
"in the last 4 weeks, that is since [lff day and date], have you taken part in any sports or vigorous leisure activities or done any  exercises in your spare time, not including getting to and from work?","[('the last 4 weeks', 3, 19, 'DATE')]"
"before i take the sample, i need you to sign and date this form.",[]
"over the past 12 months would you say that you had more trouble than you used to with anything that requires memory for  example keeping appointments, remembering where you put things, remembering names of people or objects, remembering short lists of things to do?","[('the past 12 months', 5, 23, 'DATE')]"
have you ever injured your knees badly enough to see a doctor about it?,[]
"i would now like to see how quickly you can work through this  list, crossing out the p's and w's. start at the top left where the arrow is and work along the row from left to right, then go to the beginning of the next row and work from left to right again, like reading a page.  carry on this way crossing out any p's and w's with one mark of the pencil like this. (demonstrate).  carry on until i tell you to stop.  work as quickly and as accurately as you can.","[('one', 333, 336, 'CARDINAL')]"
"before i can pass your results onto your gp, i need your written consent. please check the details are correct, then sign and date consent form 8. there is just one more thing the mrc national survey would like you to do and that is to keep this diet diary for the next 5 days and then send it back in this envelope. all the instructions are in the diary. if you'd like to talk to someone about it please call the number on the diary ask them to return your call.","[('8', 144, 145, 'CARDINAL'), ('mrc national', 180, 192, 'ORG'), ('the next 5 days', 261, 276, 'DATE')]"
do you usually bring up any phlegm during the day or at night in winter?,"[('night', 56, 61, 'TIME')]"
have you had any kind of blood pressure problems in the last ten years that is since you were 43 years old?,"[('the last ten years', 52, 70, 'DATE'), ('43 years old', 94, 106, 'DATE')]"
which is your dominant hand?,[]
"left hand, first measurement.","[('first', 11, 16, 'ORDINAL')]"
"later on i am going to give you a name and address to write on this envelope.  when you  have finished doing that i would like you to do the following: turn it over, seal it, and write your initials on the back.  could you remember to do that then, without me reminding you?",[]
nurse: enter ambient temperature in celsius to the nearest degree.,[]
what are/were the main things you do/did in the job?,[]
now i would like you to tell me the names of as many different animals as you can in one minute? animals are everything that is not vegetable or mineral.,"[('one minute', 85, 95, 'TIME')]"
"i would now like to take some physical measurements but before i do i need to obtain your written consent. please read, sign and date form 5 of the consent booklet.","[('5', 139, 140, 'CARDINAL')]"
"which of the letters on this card represents your usual gross earnings for that pay period, before any deductions, and including regular overtime?",[]
"left hand, second measurement.","[('second', 11, 17, 'ORDINAL')]"
nurse: record and code one only.,"[('one', 23, 26, 'CARDINAL')]"
do you bring up phlegm on most days for as much as 3 months each year?,"[('most days', 26, 35, 'DATE'), ('as much as 3 months', 40, 59, 'DATE')]"
have you ever suffered from a heart attack?,[]
nurse take mouth swab sample and code:,[]
"before we begin the interview, i need to get your written permission to carry out this interview on behalf of the cohort member. please read and sign consent form 2.","[('2', 163, 164, 'CARDINAL')]"
record which arm blood taken from:,[]
nurse: measure the expanded chest circumference to the nearest mm. expanded chest,[]
"(and in the last ten years that is since you were 43 years old,) have you had a sudden speech problem which got better after a day?","[('the last ten years', 8, 26, 'DATE'), ('43 years old', 50, 62, 'DATE')]"
i would now like to measure your upper arm circumference. if asked: this gives us information about the distribution of fat.,[]
"have you been assaulted, robbed or been a victim of attempted robbery?",[]
now i would like to get some general information about your household. does your household own or rent this accommodation? please give an answer from this card.,[]
"i would now like you to do some chair stands.   first i will ask you to fold your arms and, after i count up to three, i will ask   you to stand up from your chair and sit down again ten times like this (nurse demonstrate). would you be willing to have a go?","[('first', 48, 53, 'ORDINAL'), ('three', 112, 117, 'CARDINAL'), ('ten', 183, 186, 'CARDINAL')]"
have you fallen out or had a serious disagreement with a friend or relative or felt betrayed by them?,[]
nurse: measure weight to nearest 0.5 kilograms. weight,"[('0.5 kilograms', 33, 46, 'QUANTITY')]"
"and in the last ten years (that is since you were 43 years old,) have you had a sudden weakness in an arm or leg which got better after a day?","[('the last ten years', 7, 25, 'DATE'), ('43 years old', 50, 62, 'DATE')]"
